,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
91,2015-02-02 15:49:00,23.11666667,28.945,444.0,1160.0,0.005069809,1
92,2015-02-02 15:51:00,23.14,28.956,444.0,1169.8,0.005078972,1
93,2015-02-02 15:52:00,23.1,29.0,444.0,1176.166667,0.005074362,1
94,2015-02-02 15:53:00,23.1,29.075,444.0,1175.25,0.005087593,1
95,2015-02-02 15:53:00,23.1,28.918,444.0,1166.6,0.005059897,1
96,2015-02-02 15:55:00,23.1,27.925,444.0,1140.25,0.004884784,1
97,2015-02-02 15:55:00,23.06,27.772,444.0,1089.2,0.004845979,1
98,2015-02-02 15:56:00,23.02,27.556,435.0,1042.6,0.004796284,1
99,2015-02-02 15:58:00,23.01,27.81883333,432.0,1051.1,0.004839435,1
100,2015-02-02 15:59:00,23.0,28.08166667,429.0,1059.6,0.004882538,1
101,2015-02-02 16:00:00,23.0,27.956,429.0,1064.6,0.004860518,1
102,2015-02-02 16:01:00,22.98166667,27.90833333,429.0,1061.666667,0.004846741,1
103,2015-02-02 16:01:00,23.0,27.92666667,429.0,1058.333333,0.004855378,1
104,2015-02-02 16:02:00,23.0,28.018,429.0,1061.6,0.004871382,1
105,2015-02-02 16:04:00,22.98166667,28.06666667,429.0,1070.333333,0.004874454,1
106,2015-02-02 16:05:00,22.945,28.1,429.0,1074.0,0.004869381,1
107,2015-02-02 16:06:00,23.0,28.1,429.0,1086.25,0.004885751,1
108,2015-02-02 16:07:00,22.956,28.2,429.0,1089.6,0.004890128,1
109,2015-02-02 16:08:00,22.9725,28.1,429.0,1085.0,0.00487756,1
110,2015-02-02 16:08:00,22.945,28.13333333,429.0,1085.0,0.004875203,1
111,2015-02-02 16:09:00,23.0,28.2,429.0,1088.0,0.004903275,1
112,2015-02-02 16:11:00,22.945,28.2,429.0,1091.75,0.004886846,1
113,2015-02-02 16:12:00,23.0,28.13333333,429.0,1091.333333,0.004891592,1
114,2015-02-02 16:13:00,22.912,28.1,429.0,1088.2,0.004859583,1
115,2015-02-02 16:14:00,22.89,28.1,429.0,1087.5,0.00485306,1
116,2015-02-02 16:14:00,22.89,27.956,432.0,1079.2,0.004827998,1
117,2015-02-02 16:15:00,22.865,27.84,432.75,1077.25,0.004800476,1
118,2015-02-02 16:17:00,22.87333333,27.68333333,439.0,1064.166667,0.004775684,1
119,2015-02-02 16:18:00,22.87333333,27.6,429.0,1056.4,0.004761198,1
120,2015-02-02 16:19:00,22.89,27.6,432.75,1043.6,0.004766045,1
121,2015-02-02 16:20:00,22.815,27.445,432.75,1039.5,0.004717422,1
122,2015-02-02 16:21:00,22.84,27.37333333,436.5,1028.666667,0.0047122,1
123,2015-02-02 16:21:00,22.79,27.365,438.0,1020.4,0.00469639,1
124,2015-02-02 16:23:00,22.79,27.2,444.0,1018.0,0.004667861,1
125,2015-02-02 16:24:00,22.79,27.17142857,435.4285714,1015.142857,0.004662921,1
126,2015-02-02 16:25:00,22.79,27.02,432.0,1002.6,0.00463674,1
127,2015-02-02 16:25:00,22.79,27.06666667,434.0,1006.333333,0.004644808,1
128,2015-02-02 16:27:00,22.772,26.934,438.0,993.2,0.004616793,1
129,2015-02-02 16:27:00,22.76,26.82333333,439.0,983.3333333,0.004594315,1
130,2015-02-02 16:28:00,22.7,26.754,432.0,976.2,0.004565583,1
131,2015-02-02 16:30:00,22.7225,26.7,432.75,980.75,0.004562569,1
132,2015-02-02 16:31:00,22.7,26.68333333,434.0,971.3333333,0.004553435,1
133,2015-02-02 16:32:00,22.7,26.53333333,444.0,966.6666667,0.004527652,1
134,2015-02-02 16:33:00,22.7,26.46333333,444.0,963.0,0.00451562,1
135,2015-02-02 16:34:00,22.7,26.445,441.5,952.3333333,0.004512469,1
136,2015-02-02 16:34:00,22.7,26.34,444.0,948.0,0.004494423,1
137,2015-02-02 16:36:00,22.7,26.26,444.0,945.0,0.004480674,1
138,2015-02-02 16:37:00,22.7,26.2,441.0,941.6,0.004470363,1
139,2015-02-02 16:38:00,22.7,26.02,441.0,923.8,0.004439431,1
140,2015-02-02 16:38:00,22.7,26.16,438.0,929.8,0.004463489,1
141,2015-02-02 16:40:00,22.7,26.1,440.25,919.0,0.004453178,1
142,2015-02-02 16:40:00,22.7,26.0,439.0,918.25,0.004435995,1
143,2015-02-02 16:41:00,22.7,25.934,438.0,919.4,0.004424654,1
144,2015-02-02 16:43:00,22.7,25.92666667,439.0,927.3333333,0.004423394,1
145,2015-02-02 16:44:00,22.7,25.815,432.75,920.25,0.004404207,1
146,2015-02-02 16:45:00,22.68,25.772,432.0,902.4,0.004391449,1
147,2015-02-02 16:46:00,22.64,25.696,429.0,904.4,0.004367718,1
148,2015-02-02 16:46:00,22.6,25.575,429.0,897.0,0.00433639,1
149,2015-02-02 16:47:00,22.66666667,25.6,429.0,892.0,0.004358383,1
150,2015-02-02 16:49:00,22.6,25.525,433.5,882.5,0.004327853,1
151,2015-02-02 16:50:00,22.62,25.476,436.2,887.2,0.004324772,1
152,2015-02-02 16:51:00,22.625,25.55,442.5,889.25,0.004338748,1
153,2015-02-02 16:52:00,22.6,25.39,443.4,889.2,0.004304805,1
154,2015-02-02 16:53:00,22.65,25.42,438.0,880.75,0.00432312,1
155,2015-02-02 16:53:00,22.6,25.2675,442.5,868.75,0.004283893,1
156,2015-02-02 16:54:00,22.6,25.218,439.8,861.0,0.004275443,1
157,2015-02-02 16:56:00,22.6,25.2,439.8,860.6,0.00427237,1
158,2015-02-02 16:57:00,22.6,25.2,435.5,864.0,0.00427237,1
159,2015-02-02 16:58:00,22.6,25.15,430.75,859.0,0.004263835,1
160,2015-02-02 16:59:00,22.6,25.14,440.6,854.4,0.004262128,1
161,2015-02-02 16:59:00,22.6,25.15,428.2,847.4,0.004263835,1
162,2015-02-02 17:00:00,22.6,25.04,432.2,837.2,0.004245059,1
163,2015-02-02 17:02:00,22.6,25.05,431.75,834.75,0.004246766,1
164,2015-02-02 17:03:00,22.6,25.06,429.2,832.4,0.004248472,1
165,2015-02-02 17:04:00,22.6,25.0,433.0,832.0,0.004238231,1
166,2015-02-02 17:05:00,22.6,25.0,433.0,836.25,0.004238231,1
167,2015-02-02 17:06:00,22.6,25.0,428.2,832.6,0.004238231,1
168,2015-02-02 17:06:00,22.6,25.025,428.25,821.5,0.004242498,1
169,2015-02-02 17:08:00,22.6,25.1,425.4,832.4,0.0042553,1
170,2015-02-02 17:09:00,22.6,25.08,429.2,832.4,0.004251886,1
171,2015-02-02 17:10:00,22.56,25.02,433.0,830.75,0.004231284,1
172,2015-02-02 17:10:00,22.58,25.08,433.0,821.5,0.00424669,1
173,2015-02-02 17:12:00,22.575,25.075,433.0,818.25,0.00424454,1
174,2015-02-02 17:12:00,22.56,24.912,433.0,819.8,0.004212896,1
175,2015-02-02 17:13:00,22.55,25.2,433.0,822.5,0.004259328,1
176,2015-02-02 17:15:00,22.6,24.9175,433.0,818.0,0.00422415,1
177,2015-02-02 17:16:00,22.58,25.06,433.0,812.8,0.004243281,1
178,2015-02-02 17:17:00,22.56666667,24.90833333,433.0,816.5,0.004213989,1
179,2015-02-02 17:18:00,22.525,24.945,433.0,822.25,0.004209495,1
180,2015-02-02 17:19:00,22.54,24.89,433.0,825.0,0.004204006,1
181,2015-02-02 17:19:00,22.5,24.865,433.0,816.5,0.004189492,1
182,2015-02-02 17:21:00,22.5,24.9175,433.0,811.5,0.004198397,1
183,2015-02-02 17:22:00,22.5,24.91166667,433.0,811.0,0.004197408,1
184,2015-02-02 17:23:00,22.56,24.81,433.0,812.2,0.00419553,1
185,2015-02-02 17:23:00,22.525,24.89,426.0,814.25,0.004200151,1
186,2015-02-02 17:25:00,22.52,24.976,430.2,824.0,0.004213473,1
187,2015-02-02 17:25:00,22.575,25.075,433.0,834.5,0.00424454,1
188,2015-02-02 17:26:00,22.6,25.0,433.0,837.0,0.004238231,1
189,2015-02-02 17:28:00,22.6,25.02142857,433.0,841.1666667,0.004241889,1
190,2015-02-02 17:29:00,22.6,25.04285714,433.0,845.3333333,0.004245546,1
191,2015-02-02 17:30:00,22.6,25.1,433.0,854.75,0.0042553,1
192,2015-02-02 17:31:00,22.6,25.1,428.3333333,850.3333333,0.0042553,1
193,2015-02-02 17:31:00,22.6,25.08,424.6,845.4,0.004251886,1
194,2015-02-02 17:32:00,22.6,25.16666667,433.0,854.3333333,0.00426668,1
195,2015-02-02 17:34:00,22.6,25.06666667,428.3333333,849.3333333,0.00424961,0
196,2015-02-02 17:35:00,22.6,25.2,422.5,853.0,0.00427237,0
197,2015-02-02 17:36:00,22.6,25.2,423.6666667,853.0,0.00427237,0
198,2015-02-02 17:37:00,22.54,25.16,424.6,852.0,0.004249921,0
199,2015-02-02 17:38:00,22.54,25.16,427.4,853.6,0.004249921,0
200,2015-02-02 17:38:00,22.54,25.14,421.8,845.6,0.00424652,0
201,2015-02-02 17:39:00,22.525,25.1,426.0,834.25,0.004235829,0
202,2015-02-02 17:41:00,22.5,25.04,421.8,826.4,0.004219178,0
203,2015-02-02 17:42:00,22.5,25.0,419.0,819.6,0.004212392,0
204,2015-02-02 17:43:00,22.5,25.0,419.0,829.6,0.004212392,0
205,2015-02-02 17:44:00,22.5,25.0,419.0,824.0,0.004212392,0
206,2015-02-02 17:44:00,22.5,24.912,419.0,814.2,0.004197464,0
207,2015-02-02 17:45:00,22.5,24.89,419.0,813.5,0.004193733,0
208,2015-02-02 17:47:00,22.5,24.89,419.0,813.8,0.004193733,0
209,2015-02-02 17:48:00,22.5,24.89,419.0,811.0,0.004193733,0
210,2015-02-02 17:49:00,22.478,24.87,419.0,804.6,0.004184704,0
211,2015-02-02 17:50:00,22.456,24.83,419.0,807.8,0.004172308,0
212,2015-02-02 17:51:00,22.5,24.85666667,419.0,802.3333333,0.004188079,0
213,2015-02-02 17:51:00,22.4175,24.7475,419.0,796.75,0.004148566,0
214,2015-02-02 17:53:00,22.456,24.81,419.0,794.4,0.004168925,0
215,2015-02-02 17:54:00,22.39,24.7,419.0,790.6,0.004133586,0
216,2015-02-02 17:55:00,22.39,24.7,419.0,782.2,0.004133586,0
217,2015-02-02 17:55:00,22.4175,24.7225,419.0,789.75,0.004144348,0
218,2015-02-02 17:57:00,22.39,24.7225,419.0,772.25,0.004137377,1
219,2015-02-02 17:57:00,22.39,24.71708333,419.0,772.925,0.004136464,1
220,2015-02-02 17:58:00,22.39,24.71166667,419.0,773.6,0.004135552,1
221,2015-02-02 18:00:00,22.39,24.625,419.0,773.75,0.004120952,1
222,2015-02-02 18:01:00,22.39,24.754,416.2,771.8,0.004142684,1
223,2015-02-02 18:02:00,22.39,24.912,418.6,782.8,0.004169303,1
224,2015-02-02 18:03:00,22.39,25.245,415.0,796.5,0.004225413,1
225,2015-02-02 18:04:00,22.39,25.0925,310.25,809.0,0.004199716,1
226,2015-02-02 18:04:00,22.39,25.0,0.0,805.5,0.00418413,0
227,2015-02-02 18:06:00,22.35,24.978,0.0,791.4,0.004170196,0
228,2015-02-02 18:07:00,22.32333333,25.0,0.0,779.3333333,0.004167082,0
229,2015-02-02 18:08:00,22.315,24.89,0.0,781.75,0.004146508,0
230,2015-02-02 18:08:00,22.365,24.9725,0.0,780.75,0.004173103,0
231,2015-02-02 18:10:00,22.29,24.9175,0.0,781.0,0.004144767,0
232,2015-02-02 18:10:00,22.29,24.912,0.0,778.4,0.004143846,0
233,2015-02-02 18:11:00,22.26,24.85666667,0.0,769.3333333,0.004126988,0
234,2015-02-02 18:13:00,22.254,24.85,0.0,766.5,0.004124357,0
235,2015-02-02 18:14:00,22.23,24.79333333,0.0,763.25,0.004108841,0
236,2015-02-02 18:15:00,22.26,24.82333333,0.0,762.3333333,0.004121417,0
237,2015-02-02 18:16:00,22.2,24.79,0.0,761.5,0.004100737,0
238,2015-02-02 18:16:00,22.2,24.79,0.0,761.0,0.004100737,0
239,2015-02-02 18:17:00,22.2,24.736,0.0,757.0,0.004091746,0
240,2015-02-02 18:19:00,22.2,24.79,0.0,752.3333333,0.004100737,0
241,2015-02-02 18:20:00,22.13333333,24.7,0.0,748.6666667,0.004069084,0
242,2015-02-02 18:21:00,22.1,24.7,0.0,746.25,0.004060772,0
243,2015-02-02 18:22:00,22.15,24.7225,0.0,745.25,0.00407698,0
244,2015-02-02 18:23:00,22.1,24.7,0.0,740.6666667,0.004060772,0
245,2015-02-02 18:23:00,22.1,24.7,0.0,738.0,0.004060772,0
246,2015-02-02 18:24:00,22.13333333,24.7,0.0,732.6666667,0.004069084,0
247,2015-02-02 18:26:00,22.1,24.7,0.0,727.0,0.004060772,0
248,2015-02-02 18:27:00,22.1,24.675,0.0,716.0,0.004056635,0
249,2015-02-02 18:28:00,22.06666667,24.66666667,0.0,723.25,0.004046971,0
250,2015-02-02 18:29:00,22.06666667,24.66666667,0.0,718.3333333,0.004046971,0
251,2015-02-02 18:29:00,22.0,24.58,0.0,716.6,0.004016193,0
252,2015-02-02 18:30:00,21.978,24.6,0.0,714.0,0.004014056,0
253,2015-02-02 18:32:00,21.978,24.56,0.0,714.2,0.004007487,0
254,2015-02-02 18:33:00,21.945,24.6,0.0,715.0,0.00400593,0
255,2015-02-02 18:34:00,21.92666667,24.5,0.0,706.6666667,0.003985052,0
256,2015-02-02 18:35:00,21.89,24.5,0.0,706.0,0.003976085,0
257,2015-02-02 18:36:00,21.89,24.525,0.0,698.75,0.003980169,0
258,2015-02-02 18:36:00,21.89,24.5,0.0,692.5,0.003976085,0
259,2015-02-02 18:38:00,21.89,24.5,0.0,694.75,0.003976085,0
260,2015-02-02 18:39:00,21.815,24.4175,0.0,697.25,0.003944389,0
261,2015-02-02 18:40:00,21.82333333,24.46333333,0.0,692.0,0.003953865,0
262,2015-02-02 18:40:00,21.79,24.39,0.0,691.0,0.003933868,0
263,2015-02-02 18:42:00,21.79,24.39,0.0,689.75,0.003933868,0
264,2015-02-02 18:42:00,21.79,24.39,0.0,689.0,0.003933868,0
265,2015-02-02 18:43:00,21.7675,24.39,0.0,687.0,0.00392843,0
266,2015-02-02 18:45:00,21.7675,24.365,0.0,679.75,0.003924377,0
267,2015-02-02 18:46:00,21.754,24.35,0.0,668.4,0.003918692,0
268,2015-02-02 18:47:00,21.7,24.29,0.0,665.6666667,0.003896013,0
269,2015-02-02 18:48:00,21.7,24.29,0.0,664.75,0.003896013,0
270,2015-02-02 18:49:00,21.7,24.29,0.0,668.0,0.003896013,0
271,2015-02-02 18:49:00,21.7,24.29,0.0,661.25,0.003896013,0
272,2015-02-02 18:51:00,21.64,24.236,0.0,658.2,0.003872972,0
273,2015-02-02 18:52:00,21.6,24.2,0.0,656.0,0.003857673,0
274,2015-02-02 18:53:00,21.6,24.2,0.0,654.8,0.003857673,0
275,2015-02-02 18:53:00,21.6,24.2225,0.0,653.75,0.003861282,0
276,2015-02-02 18:55:00,21.5,24.26,0.0,650.3333333,0.003843552,0
277,2015-02-02 18:55:00,21.5,24.2,0.0,650.75,0.003833988,0
278,2015-02-02 18:56:00,21.55,24.2,0.0,648.25,0.003845814,0
279,2015-02-02 18:58:00,21.5,24.2,0.0,640.3333333,0.003833988,0
280,2015-02-02 18:59:00,21.5,24.2,0.0,638.0,0.003833988,0
281,2015-02-02 19:00:00,21.5,24.2,0.0,636.25,0.003833988,0
282,2015-02-02 19:01:00,21.5,24.2,0.0,636.3333333,0.003833988,0
283,2015-02-02 19:01:00,21.5,24.15,0.0,635.75,0.003826018,0
284,2015-02-02 19:02:00,21.5,24.175,0.0,635.5,0.003830003,0
285,2015-02-02 19:04:00,21.5,24.125,0.0,627.5,0.003822033,0
286,2015-02-02 19:05:00,21.5,24.15,0.0,626.25,0.003826018,0
287,2015-02-02 19:06:00,21.5,24.125,0.0,621.5,0.003822033,0
288,2015-02-02 19:07:00,21.5,24.1,0.0,621.75,0.003818048,0
289,2015-02-02 19:08:00,21.5,24.1,0.0,620.6666667,0.003818048,0
290,2015-02-02 19:08:00,21.5,24.1,0.0,617.0,0.003818048,0
291,2015-02-02 19:09:00,21.5,24.1,0.0,612.75,0.003818048,0
292,2015-02-02 19:11:00,21.4725,24.075,0.0,614.5,0.003807606,0
293,2015-02-02 19:12:00,21.39,24.0,0.0,617.3333333,0.003776419,0
294,2015-02-02 19:13:00,21.42666667,23.92666667,0.0,614.25,0.00377333,0
295,2015-02-02 19:14:00,21.39,23.9725,0.0,610.75,0.003772066,0
296,2015-02-02 19:14:00,21.39,23.9175,0.0,603.0,0.003763359,0
297,2015-02-02 19:15:00,21.39,23.945,0.0,603.5,0.003767713,0
298,2015-02-02 19:17:00,21.365,23.89,0.0,602.0,0.003753216,0
299,2015-02-02 19:18:00,21.32333333,24.0,0.0,605.6666667,0.003760925,0
300,2015-02-02 19:19:00,21.34,23.9725,0.0,604.5,0.003760453,0
301,2015-02-02 19:20:00,21.315,23.9725,0.0,599.0,0.003754659,0
302,2015-02-02 19:21:00,21.35666667,24.0,0.0,600.0,0.003768665,0
303,2015-02-02 19:21:00,21.39,23.9725,0.0,596.5,0.003772066,0
304,2015-02-02 19:23:00,21.315,23.89,0.0,597.5,0.00374166,0
305,2015-02-02 19:24:00,21.29,23.945,0.0,594.0,0.003744546,0
306,2015-02-02 19:25:00,21.29,23.89,0.0,586.6666667,0.003735893,0
307,2015-02-02 19:25:00,21.29,23.9725,0.0,590.5,0.003748872,0
308,2015-02-02 19:27:00,21.29,23.92666667,0.0,588.0,0.003741662,0
309,2015-02-02 19:27:00,21.29,23.89,0.0,585.5,0.003735893,0
310,2015-02-02 19:28:00,21.29,23.89,0.0,584.5,0.003735893,0
311,2015-02-02 19:30:00,21.254,23.85,0.0,587.2,0.003721325,0
312,2015-02-02 19:31:00,21.23,23.82333333,0.0,585.0,0.003711637,0
313,2015-02-02 19:32:00,21.218,23.81,0.0,579.4,0.0037068,0
314,2015-02-02 19:33:00,21.2,23.79,0.0,579.3333333,0.003699555,0
315,2015-02-02 19:34:00,21.2,23.79,0.0,581.6,0.003699555,0
316,2015-02-02 19:34:00,21.2,23.79,0.0,581.6666667,0.003699555,0
317,2015-02-02 19:36:00,21.2,23.79,0.0,577.5,0.003699555,0
318,2015-02-02 19:37:00,21.2,23.79,0.0,577.3333333,0.003699555,0
319,2015-02-02 19:38:00,21.2,23.745,0.0,569.0,0.003692515,0
320,2015-02-02 19:38:00,21.2,23.7675,0.0,574.25,0.003696035,0
321,2015-02-02 19:40:00,21.2,23.76,0.0,565.3333333,0.003694862,0
322,2015-02-02 19:40:00,21.2,23.7,0.0,561.4,0.003685476,0
323,2015-02-02 19:41:00,21.2,23.79,0.0,567.3333333,0.003699555,0
324,2015-02-02 19:43:00,21.175,23.7,0.0,565.3333333,0.003679792,0
325,2015-02-02 19:44:00,21.16666667,23.7,0.0,563.5,0.003677899,0
326,2015-02-02 19:45:00,21.125,23.675,0.0,559.0,0.003664554,0
327,2015-02-02 19:46:00,21.1,23.65,0.0,559.5,0.003655012,0
328,2015-02-02 19:46:00,21.125,23.65,0.0,550.5,0.003660661,0
329,2015-02-02 19:47:00,21.1,23.6,0.0,553.0,0.003647239,0
330,2015-02-02 19:49:00,21.13333333,23.6,0.0,552.0,0.003654757,0
331,2015-02-02 19:50:00,21.1,23.6,0.0,553.25,0.003647239,0
332,2015-02-02 19:51:00,21.1,23.6,0.0,545.75,0.003647239,0
333,2015-02-02 19:52:00,21.1,23.6,0.0,548.0,0.003647239,0
334,2015-02-02 19:53:00,21.1,23.6,0.0,547.0,0.003647239,0
335,2015-02-02 19:53:00,21.1,23.575,0.0,545.75,0.003643353,0
336,2015-02-02 19:54:00,21.1,23.53333333,0.0,544.0,0.003636876,0
337,2015-02-02 19:56:00,21.1,23.4725,0.0,545.5,0.00362742,0
338,2015-02-02 19:57:00,21.1,23.4725,0.0,547.0,0.00362742,0
339,2015-02-02 19:58:00,21.1,23.5,0.0,545.25,0.003631695,0
340,2015-02-02 19:59:00,21.1,23.5,0.0,541.25,0.003631695,0
341,2015-02-02 19:59:00,21.125,23.5,0.0,540.75,0.003637308,0
342,2015-02-02 20:00:00,21.1,23.5,0.0,533.3333333,0.003631695,0
343,2015-02-02 20:02:00,21.13333333,23.5,0.0,528.0,0.00363918,0
344,2015-02-02 20:03:00,21.1,23.3925,0.0,537.75,0.003614985,0
345,2015-02-02 20:04:00,21.1,23.4725,0.0,539.5,0.00362742,0
346,2015-02-02 20:05:00,21.1,23.5,0.0,535.25,0.003631695,0
